Episode,Epsilon,Reward,Reward cumulee,Episode Duration,Loss,True Value,Value Estimate,TD Error,compteur_session,compteur_global
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,15.036169,13.86288,1.1732893,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,11.834634,12.025228,-0.19059372,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,5.9836273,5.860001,0.12362623,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,4.831221,4.8705187,-0.03929758,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.317507,7.6283455,-0.3108387,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.9316716,6.6380806,0.29359102,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,15.884375,15.056709,0.8276653,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,12.0896435,10.94877,1.1408739,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,13.86342,12.910835,0.95258427,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,6.8495975,6.5080705,0.341527,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,15.5547285,15.591721,-0.036992073,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,7.6916695,7.765448,-0.07377863,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,16.63975,17.499454,-0.859705,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,9.466697,9.064082,0.4026146,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,14.834768,15.298183,-0.46341515,0,6
2,0.8775,-10,-10,1.6905460357666016,89.23457539081573,11.8081045,12.212959,-0.40485477,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,24.229982,24.591623,-0.36164093,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,16.723087,15.029515,1.693572,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,12.608454,11.700283,0.9081707,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,14.865371,15.306519,-0.4411478,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,11.5434265,11.489159,0.054267883,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,29.581245,30.788736,-1.2074909,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,15.5952,13.921157,1.6740427,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,23.971022,23.124653,0.8463688,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,18.20558,16.536789,1.6687908,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,13.948398,14.101194,-0.15279675,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,9.421138,10.130474,-0.7093363,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,29.053785,29.884459,-0.8306732,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,11.557848,12.132255,-0.5744066,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,23.929031,23.981436,-0.052404404,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,14.162248,11.804914,2.3573332,0,6
3,0.8555624999999999,-10,-10,1.6602613925933838,179.09929311275482,15.534805,16.35495,-0.82014465,0,6
